Id aeropuerto,Codigo,Ciudad,Aeropuerto,Longitud,Latitud,N vuelos,N operados,Minutos de demora,N puntuales
49,MRV,Mineralnye Vody,Mineralnyye Vody Airport,43.08190155029297,44.225101470947266,209,106,1605,99
45,MCX,Makhachkala,Uytash Airport,47.65230178833008,42.81679916381836,200,101,715,99
62,OMS,Omsk,Omsk Central Airport,73.31050109863281,54.96699905395508,200,102,873,99
92,ULY,Ulyanovsk,Ulyanovsk East Airport,48.80270004272461,54.4010009765625,192,97,2367,87
53,NJC,Nizhnevartovsk,Nizhnevartovsk Airport,76.48359680175781,60.94929885864258,192,97,865,94
32,KGP,Kogalym,Kogalym International Airport,74.53379821777344,62.190399169921875,192,98,1075,94
55,NOJ,Noyabrsk,Noyabrsk Airport,75.2699966430664,63.18330001831055,184,93,893,90
50,NAL,Nalchik,Nalchik Airport,43.636600494384766,43.512901306152344,183,93,1656,86
38,KUF,Samara,Kurumoch International Airport,50.16429901123,53.504901885986,183,93,1392,87
96,UUA,Bugulma,Bugulma Airport,52.801700592041016,54.63999938964844,183,93,675,91
87,UCT,Ukhta,Ukhta Airport,53.8046989440918,63.566898345947266,183,93,1740,85
103,VVO,Vladivostok,Vladivostok International Airport,132.1479949951172,43.39899826049805,183,93,882,90
89,UIK,Ust Ilimsk,Ust-Ilimsk Airport,102.56500244140625,58.13610076904297,175,89,1207,84
104,YKS,Yakutsk,Yakutsk Airport,129.77099609375,62.093299865722656,166,84,1177,79
12,CNN,Neryungri,Chulman Airport,124.91400146484,56.913898468018,158,81,1559,74
54,NNM,Naryan-Mar,Naryan Mar Airport,53.12189865112305,67.63999938964844,157,79,402,78
31,KGD,Kaliningrad,Khrabrovo Airport,20.592599868774414,54.88999938964844,157,80,595,78
6,BAX,Barnaul,Barnaul Airport,83.53849792480469,53.363800048828125,156,79,810,76
5,ASF,Astrakhan,Astrakhan Airport,48.0063018799,46.2832984924,148,75,985,71
60,NYM,Nadym,Nadym Airport,72.69889831542969,65.48090362548828,140,70,1038,66
57,NSK,Norilsk,Norilsk-Alykel Airport,87.33219909667969,69.31109619140625,139,71,630,69
94,URS,Kursk,Kursk East Airport,36.29560089111328,51.7505989074707,139,70,571,68
10,CEE,Cherepovets,Cherepovets Airport,38.015800476100004,59.273601532,131,67,1108,62
1,AAQ,Anapa,Anapa Vityazevo Airport,37.347301483154,45.002101898193,131,67,767,64
80,STW,Stavropol,Stavropol Shpakovskoye Airport,42.11280059814453,45.10919952392578,123,63,562,61
61,OGZ,Beslan,Beslan Airport,44.6066017151,43.2051010132,122,62,531,60
47,MMK,Murmansk,Murmansk Airport,32.75080108642578,68.78170013427734,122,62,553,60
102,VOZ,Voronezh,Voronezh International Airport,39.22959899902344,51.81420135498047,122,60,592,58
35,KLF,Kaluga,Grabtsevo Airport,36.3666687012,54.5499992371,122,62,1011,58
78,SKX,Saransk,Saransk Airport,45.212257385253906,54.12512969970703,122,61,532,59
79,SLY,Salekhard,Salekhard Airport,66.61100006103516,66.5907974243164,122,62,438,61
93,URJ,Uraj,Uray Airport,64.82669830322266,60.10329818725586,122,62,817,59
20,GDZ,Gelendzhik,Gelendzhik Airport,38.0124807358,44.5820926295,113,56,877,52
70,PKV,Pskov,Pskov Airport,28.395599365234375,57.78390121459961,96,49,320,48
24,HTA,Chita,Chita-Kadala Airport,113.306,52.026299,96,48,519,46
73,RGK,Gorno-Altaysk,Gorno-Altaysk Airport,85.8332977295,51.9667015076,88,46,501,44
30,KEJ,Kemorovo,Kemerovo Airport,86.1072006225586,55.27009963989258,87,44,326,43
25,IAR,Yaroslavl,Tunoshna Airport,40.15739822387695,57.560699462890625,79,39,600,36
63,OSW,Orsk,Orsk Airport,58.59560012817383,51.0724983215332,71,36,99,36
97,UUD,Ulan-ude,Ulan-Ude Airport (Mukhino),107.43800354003906,51.80780029296875,71,36,130,36
22,GRV,Grozny,Khankala Air Base,45.78409957885742,43.298099517822266,70,35,111,35
83,SWT,Strezhevoy,Strezhevoy Airport,77.66000366210001,60.709400177,61,31,517,29
26,IJK,Izhevsk,Izhevsk Airport,53.45750045776367,56.82809829711914,61,31,293,30
90,UKX,Ust-Kut,Ust-Kut Airport,105.7300033569336,56.8567008972168,61,31,98,31
8,BTK,Bratsk,Bratsk Airport,101.697998046875,56.370601654052734,61,31,496,29
7,BQS,Blagoveschensk,Ignatyevo Airport,127.41200256347656,50.42539978027344,61,31,707,28
18,EYK,Beloyarsky,Beloyarskiy Airport,66.698600769,63.686901092499994,53,27,73,27
52,NFG,Nefteyugansk,Nefteyugansk Airport,72.6500015258789,61.108299255371094,44,22,77,22
41,KYZ,Kyzyl,Kyzyl Airport,94.40059661865234,51.66939926147461,43,22,219,21
44,LPK,Lipetsk,Lipetsk Airport,39.53779983520508,52.70280075073242,43,22,499,20
19,GDX,Magadan,Sokol Airport,150.72000122070312,59.9109992980957,36,18,58,18
15,DYR,Anadyr,Ugolny Airport,177.74099731445312,64.73490142822266,36,18,248,17
28,IWA,Ivanovo,Ivanovo South Airport,40.940799713134766,56.93939971923828,34,18,48,18
59,NYA,Nyagan,Nyagan Airport,65.61499786376953,62.11000061035156,27,15,34,15
71,PYJ,Yakutia,Polyarny Airport,112.029998779,66.4003982544,27,15,224,14
69,PKC,Petropavlovsk,Yelizovo Airport,158.45399475097656,53.16790008544922,26,13,39,13
95,USK,Usinsk,Usinsk Airport,57.3671989440918,66.00469970703125,18,10,22,10
40,KXK,Komsomolsk-on-Amur,Komsomolsk-on-Amur Airport,136.9340057373047,50.409000396728516,18,9,34,9
